Features: 16,,,,,,,,
Target Class: blackscholes,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,
"Nu: 0.5, Gamma: 9e-05",14949,47,0,16,99.68691713296029,0,40,
"Nu: 0.5, Gamma: 0.0001",14949,47,0,16,99.68691713296029,0,40,
"Nu: 0.5, Gamma: 0.0002",14949,51,0,12,99.66027178257394,0,40,
"Nu: 0.5, Gamma: 0.0003",14949,51,0,12,99.66027178257394,0,40,
"Nu: 0.5, Gamma: 0.0004",14949,52,0,11,99.65361044497735,0,40,
"Nu: 0.5, Gamma: 0.005",14949,63,0,0,99.58033573141488,0,40,
"Nu: 0.5, Gamma: 0.05",14949,63,0,0,99.58033573141488,0,40,
"Nu: 0.5, Gamma: 0.0625",14949,63,0,0,99.58033573141488,0,40,
"Nu: 0.5, Gamma: 0.1",14949,63,0,0,99.58033573141488,0,40,
"Nu: 0.5, Gamma: 0.2",14949,63,0,0,99.58033573141488,0,40,
"Nu: 0.5, Gamma: 0.5",14949,63,0,0,99.58033573141488,0,40,
"Nu: 0.5, Gamma: 0.7",14949,63,0,0,99.58033573141488,0,40,
"Nu: 0.5, Gamma: 0.9",14949,63,0,0,99.58033573141488,0,40,
"Nu: 0.5, Gamma: 0.99",14949,63,0,0,99.58033573141488,0,40,
"Nu: 0.7, Gamma: 1e-05",14949,48,0,15,99.6802557953637,0,40,
"Nu: 0.7, Gamma: 2e-05",14949,49,0,14,99.67359445776712,0,40,
"Nu: 0.7, Gamma: 3e-05",14949,53,0,10,99.64694910738076,0,40,
"Nu: 0.7, Gamma: 4e-05",14949,52,0,11,99.65361044497735,0,40,
"Nu: 0.7, Gamma: 5e-05",14949,51,0,12,99.66027178257394,0,40,
"Nu: 0.7, Gamma: 6e-05",14949,52,0,11,99.65361044497735,0,40,
"Nu: 0.7, Gamma: 7e-05",14949,51,0,12,99.66027178257394,0,40,
"Nu: 0.7, Gamma: 8e-05",14949,51,0,12,99.66027178257394,0,40,
"Nu: 0.7, Gamma: 9e-05",14949,51,0,12,99.66027178257394,0,40,
"Nu: 0.7, Gamma: 0.0001",14949,51,0,12,99.66027178257394,0,40,
"Nu: 0.7, Gamma: 0.0002",14949,51,0,12,99.66027178257394,0,40,
"Nu: 0.7, Gamma: 0.0003",14949,51,0,12,99.66027178257394,0,40,
"Nu: 0.7, Gamma: 0.0004",14949,52,0,11,99.65361044497735,0,40,
"Nu: 0.7, Gamma: 0.005",14949,63,0,0,99.58033573141488,0,40,
"Nu: 0.7, Gamma: 0.05",14949,63,0,0,99.58033573141488,0,40,
"Nu: 0.7, Gamma: 0.0625",14949,63,0,0,99.58033573141488,0,40,
"Nu: 0.7, Gamma: 0.1",14949,63,0,0,99.58033573141488,0,40,
"Nu: 0.7, Gamma: 0.2",14949,63,0,0,99.58033573141488,0,40,
"Nu: 0.7, Gamma: 0.5",14949,63,0,0,99.58033573141488,0,40,
"Nu: 0.7, Gamma: 0.7",14949,63,0,0,99.58033573141488,0,40,
"Nu: 0.7, Gamma: 0.9",14949,63,0,0,99.58033573141488,0,40,
"Nu: 0.7, Gamma: 0.99",14949,63,0,0,99.58033573141488,0,40,
"Nu: 0.9, Gamma: 1e-05",14949,54,0,9,99.64028776978418,0,40,
"Nu: 0.9, Gamma: 2e-05",14949,55,0,8,99.63362643218758,0,40,
"Nu: 0.9, Gamma: 3e-05",14949,55,0,8,99.63362643218758,0,40,
"Nu: 0.9, Gamma: 4e-05",14949,56,0,7,99.62696509459099,0,40,
"Nu: 0.9, Gamma: 5e-05",14949,57,0,6,99.6203037569944,0,40,
"Nu: 0.9, Gamma: 6e-05",14949,57,0,6,99.6203037569944,0,40,
"Nu: 0.9, Gamma: 7e-05",14949,57,0,6,99.6203037569944,0,40,
"Nu: 0.9, Gamma: 8e-05",14949,57,0,6,99.6203037569944,0,40,
"Nu: 0.9, Gamma: 9e-05",14949,57,0,6,99.6203037569944,0,40,
"Nu: 0.9, Gamma: 0.0001",14949,57,0,6,99.6203037569944,0,40,
"Nu: 0.9, Gamma: 0.0002",14949,58,0,5,99.61364241939782,0,40,
"Nu: 0.9, Gamma: 0.0003",14949,58,0,5,99.61364241939782,0,40,
"Nu: 0.9, Gamma: 0.0004",14949,58,0,5,99.61364241939782,0,40,
"Nu: 0.9, Gamma: 0.005",14949,63,0,0,99.58033573141488,0,40,
"Nu: 0.9, Gamma: 0.05",14949,63,0,0,99.58033573141488,0,40,
"Nu: 0.9, Gamma: 0.0625",14949,63,0,0,99.58033573141488,0,40,
"Nu: 0.9, Gamma: 0.1",14949,63,0,0,99.58033573141488,0,40,
"Nu: 0.9, Gamma: 0.2",14949,63,0,0,99.58033573141488,0,40,
"Nu: 0.9, Gamma: 0.5",14949,63,0,0,99.58033573141488,0,40,
"Nu: 0.9, Gamma: 0.7",14949,63,0,0,99.58033573141488,0,40,
"Nu: 0.9, Gamma: 0.9",14949,63,0,0,99.58033573141488,0,40,
"Nu: 0.9, Gamma: 0.99",14949,63,0,0,99.58033573141488,0,40,
"Nu: 0.99, Gamma: 1e-05",14949,62,0,1,99.58699706901146,0,40,
"Nu: 0.99, Gamma: 2e-05",14949,62,0,1,99.58699706901146,0,40,
"Nu: 0.99, Gamma: 3e-05",14949,62,0,1,99.58699706901146,0,40,
"Nu: 0.99, Gamma: 4e-05",14949,62,0,1,99.58699706901146,0,40,
"Nu: 0.99, Gamma: 5e-05",14949,62,0,1,99.58699706901146,0,40,
"Nu: 0.99, Gamma: 6e-05",14949,62,0,1,99.58699706901146,0,40,
"Nu: 0.99, Gamma: 7e-05",14949,62,0,1,99.58699706901146,0,40,
"Nu: 0.99, Gamma: 8e-05",14949,61,0,2,99.59365840660804,0,40,
"Nu: 0.99, Gamma: 9e-05",14949,61,0,2,99.59365840660804,0,40,
"Nu: 0.99, Gamma: 0.0001",14949,61,0,2,99.59365840660804,0,40,
"Nu: 0.99, Gamma: 0.0002",14949,62,0,1,99.58699706901146,0,40,
"Nu: 0.99, Gamma: 0.0003",14949,62,0,1,99.58699706901146,0,40,
"Nu: 0.99, Gamma: 0.0004",14949,62,0,1,99.58699706901146,0,40,
"Nu: 0.99, Gamma: 0.005",14949,63,0,0,99.58033573141488,0,40,
"Nu: 0.99, Gamma: 0.05",14949,63,0,0,99.58033573141488,0,40,
"Nu: 0.99, Gamma: 0.0625",14949,63,0,0,99.58033573141488,0,40,
"Nu: 0.99, Gamma: 0.1",14949,63,0,0,99.58033573141488,0,40,
"Nu: 0.99, Gamma: 0.2",14949,63,0,0,99.58033573141488,0,40,
"Nu: 0.99, Gamma: 0.5",14949,63,0,0,99.58033573141488,0,40,
"Nu: 0.99, Gamma: 0.7",14949,63,0,0,99.58033573141488,0,40,
"Nu: 0.99, Gamma: 0.9",14949,63,0,0,99.58033573141488,0,40,
"Nu: 0.99, Gamma: 0.99",14949,63,0,0,99.58033573141488,0,40,
,,,,,,,,
Target Class: bodytrack,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,
"Nu: 5e-05, Gamma: 1e-05",14870,71,0,0,99.52479753697878,0,40,
"Nu: 5e-05, Gamma: 2e-05",14870,71,0,0,99.52479753697878,0,40,
"Nu: 5e-05, Gamma: 3e-05",14870,71,0,0,99.52479753697878,0,40,
"Nu: 5e-05, Gamma: 4e-05",14870,71,0,0,99.52479753697878,0,40,
"Nu: 5e-05, Gamma: 5e-05",14870,71,0,0,99.52479753697878,0,40,
"Nu: 5e-05, Gamma: 6e-05",14870,71,0,0,99.52479753697878,0,40,
"Nu: 5e-05, Gamma: 7e-05",14870,71,0,0,99.52479753697878,0,40,
"Nu: 5e-05, Gamma: 8e-05",14870,71,0,0,99.52479753697878,0,40,
"Nu: 5e-05, Gamma: 9e-05",14870,71,0,0,99.52479753697878,0,40,
"Nu: 5e-05, Gamma: 0.0001",14870,71,0,0,99.52479753697878,0,40,
"Nu: 5e-05, Gamma: 0.0002",14870,71,0,0,99.52479753697878,0,40,
"Nu: 5e-05, Gamma: 0.0003",14870,71,0,0,99.52479753697878,0,40,
"Nu: 5e-05, Gamma: 0.0004",14870,71,0,0,99.52479753697878,0,40,
"Nu: 5e-05, Gamma: 0.005",14870,71,0,0,99.52479753697878,0,40,
"Nu: 5e-05, Gamma: 0.05",14870,71,0,0,99.52479753697878,0,40,
"Nu: 5e-05, Gamma: 0.0625",14870,71,0,0,99.52479753697878,0,40,
"Nu: 5e-05, Gamma: 0.1",14870,71,0,0,99.52479753697878,0,40,
"Nu: 5e-05, Gamma: 0.2",14870,71,0,0,99.52479753697878,0,40,
"Nu: 5e-05, Gamma: 0.5",14870,71,0,0,99.52479753697878,0,40,
"Nu: 5e-05, Gamma: 0.7",14870,71,0,0,99.52479753697878,0,40,
"Nu: 5e-05, Gamma: 0.9",14870,71,0,0,99.52479753697878,0,40,
"Nu: 5e-05, Gamma: 0.99",14870,71,0,0,99.52479753697878,0,40,
"Nu: 6e-05, Gamma: 1e-05",14870,71,0,0,99.52479753697878,0,40,
"Nu: 6e-05, Gamma: 2e-05",14870,71,0,0,99.52479753697878,0,40,
"Nu: 6e-05, Gamma: 3e-05",14870,71,0,0,99.52479753697878,0,40,
"Nu: 6e-05, Gamma: 4e-05",14638,63,232,8,98.02556723110904,0,40,
"Nu: 6e-05, Gamma: 5e-05",14638,63,232,8,98.02556723110904,0,40,
"Nu: 6e-05, Gamma: 6e-05",14638,63,232,8,98.02556723110904,0,40,
"Nu: 6e-05, Gamma: 7e-05",14638,63,232,8,98.02556723110904,0,40,
"Nu: 6e-05, Gamma: 8e-05",14638,63,232,8,98.02556723110904,0,40,
"Nu: 6e-05, Gamma: 9e-05",14638,63,232,8,98.02556723110904,0,40,
"Nu: 6e-05, Gamma: 0.0001",14638,63,232,8,98.02556723110904,0,40,
"Nu: 6e-05, Gamma: 0.0002",14638,63,232,8,98.02556723110904,0,40,
"Nu: 6e-05, Gamma: 0.0003",14638,63,232,8,98.02556723110904,0,40,
"Nu: 6e-05, Gamma: 0.0004",14638,63,232,8,98.02556723110904,0,40,
"Nu: 6e-05, Gamma: 0.005",14638,63,232,8,98.02556723110904,0,40,
"Nu: 6e-05, Gamma: 0.05",14638,63,232,8,98.02556723110904,0,40,
"Nu: 6e-05, Gamma: 0.0625",14638,63,232,8,98.02556723110904,0,40,
"Nu: 6e-05, Gamma: 0.1",14638,63,232,8,98.02556723110904,0,40,
"Nu: 6e-05, Gamma: 0.2",14638,63,232,8,98.02556723110904,0,40,
"Nu: 6e-05, Gamma: 0.5",14638,63,232,8,98.02556723110904,0,40,
"Nu: 6e-05, Gamma: 0.7",14638,63,232,8,98.02556723110904,0,40,
"Nu: 6e-05, Gamma: 0.9",14638,63,232,8,98.02556723110904,0,40,
"Nu: 6e-05, Gamma: 0.99",14638,63,232,8,98.02556723110904,0,40,
"Nu: 7e-05, Gamma: 1e-05",14870,71,0,0,99.52479753697878,0,40,
"Nu: 7e-05, Gamma: 2e-05",14870,71,0,0,99.52479753697878,0,40,
"Nu: 7e-05, Gamma: 3e-05",14870,71,0,0,99.52479753697878,0,40,
"Nu: 7e-05, Gamma: 4e-05",14638,63,232,8,98.02556723110904,0,40,
"Nu: 7e-05, Gamma: 5e-05",14638,63,232,8,98.02556723110904,0,40,
"Nu: 7e-05, Gamma: 6e-05",14638,63,232,8,98.02556723110904,0,40,
"Nu: 7e-05, Gamma: 7e-05",14638,63,232,8,98.02556723110904,0,40,
"Nu: 7e-05, Gamma: 8e-05",14638,63,232,8,98.02556723110904,0,40,
"Nu: 7e-05, Gamma: 9e-05",14638,63,232,8,98.02556723110904,0,40,
"Nu: 7e-05, Gamma: 0.0001",14638,63,232,8,98.02556723110904,0,40,
"Nu: 7e-05, Gamma: 0.0002",14638,63,232,8,98.02556723110904,0,40,
"Nu: 7e-05, Gamma: 0.0003",14638,63,232,8,98.02556723110904,0,40,
"Nu: 7e-05, Gamma: 0.0004",14638,63,232,8,98.02556723110904,0,40,
"Nu: 7e-05, Gamma: 0.005",14638,63,232,8,98.02556723110904,0,40,
"Nu: 7e-05, Gamma: 0.05",14638,63,232,8,98.02556723110904,0,40,
"Nu: 7e-05, Gamma: 0.0625",14638,63,232,8,98.02556723110904,0,40,
"Nu: 7e-05, Gamma: 0.1",14638,63,232,8,98.02556723110904,0,40,
"Nu: 7e-05, Gamma: 0.2",14638,63,232,8,98.02556723110904,0,40,
"Nu: 7e-05, Gamma: 0.5",14638,63,232,8,98.02556723110904,0,40,
"Nu: 7e-05, Gamma: 0.7",14638,63,232,8,98.02556723110904,0,40,
"Nu: 7e-05, Gamma: 0.9",14638,63,232,8,98.02556723110904,0,40,
"Nu: 7e-05, Gamma: 0.99",14638,63,232,8,98.02556723110904,0,40,
"Nu: 8e-05, Gamma: 1e-05",14870,71,0,0,99.52479753697878,0,40,
"Nu: 8e-05, Gamma: 2e-05",14870,71,0,0,99.52479753697878,0,40,
"Nu: 8e-05, Gamma: 3e-05",14870,71,0,0,99.52479753697878,0,40,
"Nu: 8e-05, Gamma: 4e-05",14870,71,0,0,99.52479753697878,0,40,
"Nu: 8e-05, Gamma: 5e-05",14870,71,0,0,99.52479753697878,0,40,
"Nu: 8e-05, Gamma: 6e-05",14870,71,0,0,99.52479753697878,0,40,
"Nu: 8e-05, Gamma: 7e-05",14870,71,0,0,99.52479753697878,0,40,
"Nu: 8e-05, Gamma: 8e-05",14870,71,0,0,99.52479753697878,0,40,
"Nu: 8e-05, Gamma: 9e-05",14870,71,0,0,99.52479753697878,0,40,
"Nu: 8e-05, Gamma: 0.0001",14870,71,0,0,99.52479753697878,0,40,
"Nu: 8e-05, Gamma: 0.0002",14870,71,0,0,99.52479753697878,0,40,
"Nu: 8e-05, Gamma: 0.0003",14870,71,0,0,99.52479753697878,0,40,
"Nu: 8e-05, Gamma: 0.0004",14870,71,0,0,99.52479753697878,0,40,
"Nu: 8e-05, Gamma: 0.005",14870,71,0,0,99.52479753697878,0,40,
"Nu: 8e-05, Gamma: 0.05",14870,71,0,0,99.52479753697878,0,40,
"Nu: 8e-05, Gamma: 0.0625",14870,71,0,0,99.52479753697878,0,40,
"Nu: 8e-05, Gamma: 0.1",14870,71,0,0,99.52479753697878,0,40,
"Nu: 8e-05, Gamma: 0.2",14870,71,0,0,99.52479753697878,0,40,
"Nu: 8e-05, Gamma: 0.5",14870,71,0,0,99.52479753697878,0,40,
"Nu: 8e-05, Gamma: 0.7",14870,71,0,0,99.52479753697878,0,40,
"Nu: 8e-05, Gamma: 0.9",14870,71,0,0,99.52479753697878,0,40,
"Nu: 8e-05, Gamma: 0.99",14870,71,0,0,99.52479753697878,0,40,
"Nu: 9e-05, Gamma: 1e-05",14870,71,0,0,99.52479753697878,0,40,
"Nu: 9e-05, Gamma: 2e-05",14870,71,0,0,99.52479753697878,0,40,
"Nu: 9e-05, Gamma: 3e-05",14870,71,0,0,99.52479753697878,0,40,
"Nu: 9e-05, Gamma: 4e-05",14870,71,0,0,99.52479753697878,0,40,
"Nu: 9e-05, Gamma: 5e-05",14870,71,0,0,99.52479753697878,0,40,
"Nu: 9e-05, Gamma: 6e-05",14870,71,0,0,99.52479753697878,0,40,
"Nu: 9e-05, Gamma: 7e-05",14870,71,0,0,99.52479753697878,0,40,
"Nu: 9e-05, Gamma: 8e-05",14870,71,0,0,99.52479753697878,0,40,
"Nu: 9e-05, Gamma: 9e-05",14870,71,0,0,99.52479753697878,0,40,
"Nu: 9e-05, Gamma: 0.0001",14870,71,0,0,99.52479753697878,0,40,
"Nu: 9e-05, Gamma: 0.0002",14870,71,0,0,99.52479753697878,0,40,
"Nu: 9e-05, Gamma: 0.0003",14870,71,0,0,99.52479753697878,0,40,
"Nu: 9e-05, Gamma: 0.0004",14870,71,0,0,99.52479753697878,0,40,
"Nu: 9e-05, Gamma: 0.005",14870,71,0,0,99.52479753697878,0,40,
"Nu: 9e-05, Gamma: 0.05",14870,71,0,0,99.52479753697878,0,40,
"Nu: 9e-05, Gamma: 0.0625",14870,71,0,0,99.52479753697878,0,40,
"Nu: 9e-05, Gamma: 0.1",14870,71,0,0,99.52479753697878,0,40,
"Nu: 9e-05, Gamma: 0.2",14870,71,0,0,99.52479753697878,0,40,
"Nu: 9e-05, Gamma: 0.5",14870,71,0,0,99.52479753697878,0,40,
"Nu: 9e-05, Gamma: 0.7",14870,71,0,0,99.52479753697878,0,40,
"Nu: 9e-05, Gamma: 0.9",14870,71,0,0,99.52479753697878,0,40,
"Nu: 9e-05, Gamma: 0.99",14870,71,0,0,99.52479753697878,0,40,
"Nu: 0.0001, Gamma: 1e-05",14870,71,0,0,99.52479753697878,0,40,
"Nu: 0.0001, Gamma: 2e-05",14870,71,0,0,99.52479753697878,0,40,
"Nu: 0.0001, Gamma: 3e-05",14870,71,0,0,99.52479753697878,0,40,
"Nu: 0.0001, Gamma: 4e-05",14638,63,232,8,98.02556723110904,0,40,
"Nu: 0.0001, Gamma: 5e-05",14638,63,232,8,98.02556723110904,0,40,
"Nu: 0.0001, Gamma: 6e-05",14638,63,232,8,98.02556723110904,0,40,
"Nu: 0.0001, Gamma: 7e-05",14638,63,232,8,98.02556723110904,0,40,
"Nu: 0.0001, Gamma: 8e-05",14638,63,232,8,98.02556723110904,0,40,
"Nu: 0.0001, Gamma: 9e-05",14638,63,232,8,98.02556723110904,0,40,
"Nu: 0.0001, Gamma: 0.0001",14638,63,232,8,98.02556723110904,0,40,
"Nu: 0.0001, Gamma: 0.0002",14638,63,232,8,98.02556723110904,0,40,
"Nu: 0.0001, Gamma: 0.0003",14638,63,232,8,98.02556723110904,0,40,
"Nu: 0.0001, Gamma: 0.0004",14638,63,232,8,98.02556723110904,0,40,
"Nu: 0.0001, Gamma: 0.005",14638,63,232,8,98.02556723110904,0,40,
"Nu: 0.0001, Gamma: 0.05",14638,63,232,8,98.02556723110904,0,40,
"Nu: 0.0001, Gamma: 0.0625",14638,63,232,8,98.02556723110904,0,40,
"Nu: 0.0001, Gamma: 0.1",14638,63,232,8,98.02556723110904,0,40,
"Nu: 0.0001, Gamma: 0.2",14638,63,232,8,98.02556723110904,0,40,
"Nu: 0.0001, Gamma: 0.5",14638,63,232,8,98.02556723110904,0,40,
"Nu: 0.0001, Gamma: 0.7",14638,63,232,8,98.02556723110904,0,40,
"Nu: 0.0001, Gamma: 0.9",14638,63,232,8,98.02556723110904,0,40,
"Nu: 0.0001, Gamma: 0.99",14638,63,232,8,98.02556723110904,0,40,
"Nu: 0.0002, Gamma: 1e-05",14617,63,253,8,97.88501438993374,0,40,
"Nu: 0.0002, Gamma: 2e-05",14870,71,0,0,99.52479753697878,0,40,
"Nu: 0.0002, Gamma: 3e-05",14870,71,0,0,99.52479753697878,0,40,
"Nu: 0.0002, Gamma: 4e-05",14870,71,0,0,99.52479753697878,0,40,
"Nu: 0.0002, Gamma: 5e-05",14870,71,0,0,99.52479753697878,0,40,
"Nu: 0.0002, Gamma: 6e-05",14870,71,0,0,99.52479753697878,0,40,
"Nu: 0.0002, Gamma: 7e-05",14870,71,0,0,99.52479753697878,0,40,
"Nu: 0.0002, Gamma: 8e-05",14870,71,0,0,99.52479753697878,0,40,
"Nu: 0.0002, Gamma: 9e-05",14870,71,0,0,99.52479753697878,0,40,
"Nu: 0.0002, Gamma: 0.0001",14870,71,0,0,99.52479753697878,0,40,
"Nu: 0.0002, Gamma: 0.0002",14870,71,0,0,99.52479753697878,0,40,
"Nu: 0.0002, Gamma: 0.0003",14870,71,0,0,99.52479753697878,0,40,
"Nu: 0.0002, Gamma: 0.0004",14870,71,0,0,99.52479753697878,0,40,
"Nu: 0.0002, Gamma: 0.005",14870,71,0,0,99.52479753697878,0,40,
"Nu: 0.0002, Gamma: 0.05",14870,71,0,0,99.52479753697878,0,40,
"Nu: 0.0002, Gamma: 0.0625",14870,71,0,0,99.52479753697878,0,40,
"Nu: 0.0002, Gamma: 0.1",14870,71,0,0,99.52479753697878,0,40,
"Nu: 0.0002, Gamma: 0.2",14870,71,0,0,99.52479753697878,0,40,
"Nu: 0.0002, Gamma: 0.5",14870,71,0,0,99.52479753697878,0,40,
"Nu: 0.0002, Gamma: 0.7",14870,71,0,0,99.52479753697878,0,40,
"Nu: 0.0002, Gamma: 0.9",14870,71,0,0,99.52479753697878,0,40,
"Nu: 0.0002, Gamma: 0.99",14870,71,0,0,99.52479753697878,0,40,
"Nu: 0.0003, Gamma: 1e-05",14870,71,0,0,99.52479753697878,0,40,
"Nu: 0.0003, Gamma: 2e-05",14870,62,0,9,99.58503446891105,0,40,
"Nu: 0.0003, Gamma: 3e-05",14870,70,0,1,99.5314905294157,0,40,
"Nu: 0.0003, Gamma: 4e-05",14870,71,0,0,99.52479753697878,0,40,
"Nu: 0.0003, Gamma: 5e-05",14870,71,0,0,99.52479753697878,0,40,
"Nu: 0.0003, Gamma: 6e-05",14870,71,0,0,99.52479753697878,0,40,
"Nu: 0.0003, Gamma: 7e-05",14870,71,0,0,99.52479753697878,0,40,
"Nu: 0.0003, Gamma: 8e-05",14870,71,0,0,99.52479753697878,0,40,
"Nu: 0.0003, Gamma: 9e-05",14870,71,0,0,99.52479753697878,0,40,
"Nu: 0.0003, Gamma: 0.0001",14870,71,0,0,99.52479753697878,0,40,
"Nu: 0.0003, Gamma: 0.0002",14870,71,0,0,99.52479753697878,0,40,
"Nu: 0.0003, Gamma: 0.0003",14870,71,0,0,99.52479753697878,0,40,
"Nu: 0.0003, Gamma: 0.0004",14870,71,0,0,99.52479753697878,0,40,
"Nu: 0.0003, Gamma: 0.005",14870,71,0,0,99.52479753697878,0,40,
"Nu: 0.0003, Gamma: 0.05",14870,71,0,0,99.52479753697878,0,40,
"Nu: 0.0003, Gamma: 0.0625",14870,71,0,0,99.52479753697878,0,40,
"Nu: 0.0003, Gamma: 0.1",14870,71,0,0,99.52479753697878,0,40,
"Nu: 0.0003, Gamma: 0.2",14870,71,0,0,99.52479753697878,0,40,
"Nu: 0.0003, Gamma: 0.5",14870,71,0,0,99.52479753697878,0,40,
"Nu: 0.0003, Gamma: 0.7",14870,71,0,0,99.52479753697878,0,40,
"Nu: 0.0003, Gamma: 0.9",14870,71,0,0,99.52479753697878,0,40,
"Nu: 0.0003, Gamma: 0.99",14870,71,0,0,99.52479753697878,0,40,
"Nu: 0.0004, Gamma: 1e-05",14870,60,0,11,99.59842045378488,0,40,
"Nu: 0.0004, Gamma: 2e-05",14870,62,0,9,99.58503446891105,0,40,
"Nu: 0.0004, Gamma: 3e-05",14870,71,0,0,99.52479753697878,0,40,
"Nu: 0.0004, Gamma: 4e-05",14870,71,0,0,99.52479753697878,0,40,
"Nu: 0.0004, Gamma: 5e-05",14870,71,0,0,99.52479753697878,0,40,
"Nu: 0.0004, Gamma: 6e-05",14870,71,0,0,99.52479753697878,0,40,
"Nu: 0.0004, Gamma: 7e-05",14870,71,0,0,99.52479753697878,0,40,
"Nu: 0.0004, Gamma: 8e-05",14870,71,0,0,99.52479753697878,0,40,
"Nu: 0.0004, Gamma: 9e-05",14870,71,0,0,99.52479753697878,0,40,
"Nu: 0.0004, Gamma: 0.0001",14870,71,0,0,99.52479753697878,0,40,
"Nu: 0.0004, Gamma: 0.0002",14870,71,0,0,99.52479753697878,0,40,
"Nu: 0.0004, Gamma: 0.0003",14870,71,0,0,99.52479753697878,0,40,
"Nu: 0.0004, Gamma: 0.0004",14870,71,0,0,99.52479753697878,0,40,
"Nu: 0.0004, Gamma: 0.005",14638,63,232,8,98.02556723110904,0,40,
"Nu: 0.0004, Gamma: 0.05",14638,63,232,8,98.02556723110904,0,40,
"Nu: 0.0004, Gamma: 0.0625",14638,63,232,8,98.02556723110904,0,40,
"Nu: 0.0004, Gamma: 0.1",14638,63,232,8,98.02556723110904,0,40,
"Nu: 0.0004, Gamma: 0.2",14638,63,232,8,98.02556723110904,0,40,
"Nu: 0.0004, Gamma: 0.5",14638,63,232,8,98.02556723110904,0,40,
"Nu: 0.0004, Gamma: 0.7",14638,63,232,8,98.02556723110904,0,40,
"Nu: 0.0004, Gamma: 0.9",14638,63,232,8,98.02556723110904,0,40,
"Nu: 0.0004, Gamma: 0.99",14638,63,232,8,98.02556723110904,0,40,
"Nu: 0.005, Gamma: 1e-05",14800,39,70,32,99.27046382437588,0,40,
"Nu: 0.005, Gamma: 2e-05",14870,50,0,21,99.66535037815407,0,40,
"Nu: 0.005, Gamma: 3e-05",14548,50,322,21,97.51020681346631,0,40,
"Nu: 0.005, Gamma: 4e-05",14556,46,314,25,97.59052272270932,0,40,
"Nu: 0.005, Gamma: 5e-05",14564,46,306,25,97.64406666220468,0,40,
"Nu: 0.005, Gamma: 6e-05",14578,46,292,25,97.73776855632154,0,40,
"Nu: 0.005, Gamma: 7e-05",14584,53,286,18,97.73107556388462,0,40,
"Nu: 0.005, Gamma: 8e-05",14583,56,287,15,97.70430359413695,0,40,
"Nu: 0.005, Gamma: 9e-05",14594,55,276,16,97.78461950337997,0,40,
"Nu: 0.005, Gamma: 0.0001",14597,52,273,19,97.82477745800148,0,40,
"Nu: 0.005, Gamma: 0.0002",14601,55,269,16,97.8314704504384,0,40,
"Nu: 0.005, Gamma: 0.0003",14870,59,0,12,99.60511344622181,0,40,
"Nu: 0.005, Gamma: 0.0004",14870,58,0,13,99.61180643865872,0,40,
"Nu: 0.005, Gamma: 0.005",14870,65,0,6,99.56495549160029,0,40,
"Nu: 0.005, Gamma: 0.05",14638,63,232,8,98.02556723110904,0,40,
"Nu: 0.005, Gamma: 0.0625",14638,63,232,8,98.02556723110904,0,40,
"Nu: 0.005, Gamma: 0.1",14870,71,0,0,99.52479753697878,0,40,
"Nu: 0.005, Gamma: 0.2",14870,71,0,0,99.52479753697878,0,40,
"Nu: 0.005, Gamma: 0.5",14870,71,0,0,99.52479753697878,0,40,
"Nu: 0.005, Gamma: 0.7",14870,71,0,0,99.52479753697878,0,40,
"Nu: 0.005, Gamma: 0.9",14870,71,0,0,99.52479753697878,0,40,
"Nu: 0.005, Gamma: 0.99",14870,71,0,0,99.52479753697878,0,40,
"Nu: 0.05, Gamma: 1e-05",14774,41,96,30,99.08306003614216,0,40,
"Nu: 0.05, Gamma: 2e-05",14828,47,42,24,99.40432367311425,0,40,
"Nu: 0.05, Gamma: 3e-05",14616,44,254,27,98.00548825379828,0,40,
"Nu: 0.05, Gamma: 4e-05",14638,46,232,25,98.13934810253664,0,40,
"Nu: 0.05, Gamma: 5e-05",14870,52,0,19,99.65196439328024,0,40,
"Nu: 0.05, Gamma: 6e-05",14870,53,0,18,99.64527140084331,0,40,
"Nu: 0.05, Gamma: 7e-05",14870,55,0,16,99.63188541596948,0,40,
"Nu: 0.05, Gamma: 8e-05",14870,56,0,15,99.62519242353255,0,40,
"Nu: 0.05, Gamma: 9e-05",14870,55,0,16,99.63188541596948,0,40,
"Nu: 0.05, Gamma: 0.0001",14638,47,232,24,98.13265511009972,0,40,
"Nu: 0.05, Gamma: 0.0002",14870,58,0,13,99.61180643865872,0,40,
"Nu: 0.05, Gamma: 0.0003",14870,58,0,13,99.61180643865872,0,40,
"Nu: 0.05, Gamma: 0.0004",14638,50,232,21,98.11257613278896,0,40,
"Nu: 0.05, Gamma: 0.005",14638,59,232,12,98.05233920085671,0,40,
"Nu: 0.05, Gamma: 0.05",14638,63,232,8,98.02556723110904,0,40,
"Nu: 0.05, Gamma: 0.0625",14870,71,0,0,99.52479753697878,0,40,
"Nu: 0.05, Gamma: 0.1",14870,71,0,0,99.52479753697878,0,40,
"Nu: 0.05, Gamma: 0.2",14870,71,0,0,99.52479753697878,0,40,
"Nu: 0.05, Gamma: 0.5",14638,63,232,8,98.02556723110904,0,40,
"Nu: 0.05, Gamma: 0.7",14638,63,232,8,98.02556723110904,0,40,
"Nu: 0.05, Gamma: 0.9",14638,63,232,8,98.02556723110904,0,40,
